,GW,GW,GW,GW,GW,GW,GW,GW,GW,GW,DDM,DDM,DDM,DDM,DDM,DDM,DDM,DDM,DDM,DDM,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,JL,JL,JL,JL,JL,JL,JL,JL,JL,JL,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,,,,
2020-11-01,2368,392.466,347285,167173,167626,206904,141,1,187.476,69,2721.5,372.701,343377,167428,170088,96292,176,0,152.308,81,39,338.975,294272,135871,143745,143335,138,1,161.58,73,45,378.535,395194,185610,195469,87906,209,0,117.576,67,44.40577,8.2155,0,0.02803,0.01126,0.0128,2.3881,13.7,11.6,15,13.6,84.3,1,3,0.333333333,1,3.39,2.508,2.494,2.192
2020-11-02,2170,383.555,347285,167173,167626,365660,141,0,187.476,69,2569.5,381.044,343377,167428,170088,191031,178,2,152.308,81,40,362.243,294272,135871,143745,339328,138,0,161.58,73,42,357.804,395194,185610,195469,185949,209,0,117.576,67,44.9206,10.41258,0,0.0495,0.01909,0.02407,3.11634,10.8,7.9,15.6,1.7,58.3,1,3,0.333333333,1,7.66,6.742,7.17,5.264
2020-11-03,1210.5,382.742,347285,167173,167626,368115,141,0,187.476,69,1059.5,380.008,343377,167428,170088,189298,178,0,152.308,81,1859,364.059,294272,135871,143745,349121,139,1,161.58,76,20,355.317,395194,185610,195469,188267,209,0,117.576,67,38.92393,9.97752,0,0.05127,0.01522,0.02472,1.20841,5.1,2.7,8.6,0.5,47.5,1,3,0.333333333,1,6.096,5.19,5.594,4.08
2020-11-04,1563.5,383.774,347285,167173,167626,369445,141,0,187.476,69,1563,380.51,343377,167428,170088,187281,182,4,152.308,81,1812.5,365.392,294272,135871,143745,350598,143,4,161.58,76,26,354.477,395194,185610,195469,187398,209,0,117.576,67,37.86527,9.60046,0,0.04535,0.01718,0.02053,0.96081,4.9,0.2,10.8,0,43.9,1,3,0.333333333,1,6.844,5.586,6.11,4.434
2020-11-05,1967,383.956,347285,167173,167626,375992,144,3,187.476,69,1716.5,380.627,343377,167428,170088,192999,184,2,152.308,81,34,364.527,294272,135871,143745,352012,144,1,161.58,76,33,353.422,395194,185610,195469,188598,210,1,117.576,67,36.96613,9.12914,0,0.04312,0.01662,0.02193,1.35147,9.6,3.4,15.9,0,61.5,1,3,0.333333333,1,7.992,6.262,7.076,4.896
2020-11-06,2319.5,385.335,347285,167173,167626,396229,144,0,187.476,69,2470.5,379.499,343377,167428,170088,197990,188,4,152.308,81,2620,362.867,294272,135871,143745,357825,144,0,161.58,76,43,352.529,395194,185610,195469,190337,210,0,117.576,67,33.31158,8.95511,0,0.03902,0.01634,0.01518,2.75981,13.5,9.9,17.2,0,63.3,1,3,0.333333333,1,8.818,6.834,7.42,5.452
2020-11-07,4888.5,390.861,347285,167173,167626,318012,146,2,187.476,69,4338,371.776,343377,167428,170088,157899,190,2,152.308,81,4837,343.867,294272,135871,143745,232893,150,6,161.58,76,82,364.362,395194,185610,195469,137470,210,0,117.576,67,35.33463,7.5919,0,0.01993,0.01103,0.00777,11.05864,14.6,12.2,18.1,0.1,68.8,1,3,0.333333333,1,8.142,5.924,6.972,5.036
2020-11-08,3676.5,392.218,347285,167173,167626,239627,146,0,187.476,69,2525,370.276,343377,167428,170088,115838,195,5,152.308,81,3123.5,338.659,294272,135871,143745,161308,158,8,161.58,76,52,371.671,395194,185610,195469,98317,210,0,117.576,67,46.32731,9.35392,0,0.02863,0.01243,0.01285,6.51593,8.5,3.1,12.4,0,43.8,1,3,0.333333333,1,6.034,4.77,5.312,3.772
2020-11-09,1462.5,383.573,347285,167173,167626,363976,146,0,187.476,69,1261,380.253,343377,167428,170088,186712,197,2,152.308,81,1411.5,363.029,294272,135871,143745,339926,163,5,161.58,76,24,356.286,395194,185610,195469,186956,210,0,117.576,67,44.71031,10.57936,0,0.0454,0.01611,0.02142,1.87067,5.5,0.7,8.9,0,40.9,1,3,0.333333333,1,6.662,6.012,6.02,4.422
2020-11-10,1463,382.38,347285,167173,167626,373190,147,1,187.476,69,25,380.436,343377,167428,170088,193146,199,2,152.308,81,1312.5,365.091,294272,135871,143745,352215,163,0,161.58,76,25,354.293,395194,185610,195469,190138,211,1,117.576,67,38.93118,9.57145,0,0.04647,0.01592,0.02174,1.53048,7.7,3.5,12.9,0,56.1,1,3,0.333333333,1,7.374,6.368,6.558,4.834
2020-11-11,2218,384.059,347285,167173,167626,382507,148,1,187.476,69,38,380.665,343377,167428,170088,193765,200,1,152.308,81,2318.5,364.269,294272,135871,143745,358039,163,0,161.58,76,37,354.076,395194,185610,195469,190278,212,1,117.576,67,38.37285,9.2234,0,0.04368,0.01825,0.023,1.85307,9.3,3.5,16.5,0,53.5,1,3,0.333333333,1,8.098,6.684,7.024,5
2020-11-12,3076.5,385.198,347285,167173,167626,379566,148,0,187.476,69,2328,380.938,343377,167428,170088,194734,207,7,152.308,81,3578.5,364.265,294272,135871,143745,352619,165,2,161.58,76,59,356.067,395194,185610,195469,189014,212,0,117.576,67,37.93778,9.62221,0,0.0529,0.01806,0.02351,4.29496,10.4,4.6,17.7,0,56.9,1,3,0.333333333,1,8.06,6.712,6.982,5.162
2020-11-13,3235.5,383.334,347285,167173,167626,399074,149,1,187.476,69,4033,378.856,343377,167428,170088,190180,218,11,152.308,81,3736.5,362.134,294272,135871,143745,360219,167,2,161.58,76,79,353.535,395194,185610,195469,191508,216,4,117.576,67,32.90551,8.10673,0,0.03949,0.01597,0.01746,8.53059,12.2,8.5,17.6,0,71.5,1,3,0.333333333,1,8.496,6.824,7.602,5.37
2020-11-14,3679.5,388.776,347285,167173,167626,312749,150,1,187.476,69,3730,372.408,343377,167428,170088,152020,235,17,152.308,81,3882.5,341.533,294272,135871,143745,227370,167,0,161.58,76,66,364.469,395194,185610,195469,135008,217,1,117.576,67,31.10724,7.07707,0,0.02547,0.01285,0.00842,11.43706,12.5,6.8,19.3,0,66.9,1,3,0.333333333,1,8.078,5.938,6.794,4.86
2020-11-15,3732,390.241,347285,167173,167626,231221,150,0,187.476,69,3982.5,372.407,343377,167428,170088,110214,237,2,152.308,81,3732,338.709,294272,135871,143745,157572,168,1,161.58,76,70,375.106,395194,185610,195469,97283,220,3,117.576,67,45.13813,8.64331,0,0.02547,0.01206,0.01336,12.00124,11.1,8.2,14.9,0,75,1,3,0.333333333,1,6.926,5.368,5.872,4.29
2020-11-16,3479.5,385.852,347285,167173,167626,364363,150,0,187.476,69,3131.5,381.275,343377,167428,170088,186685,238,1,152.308,81,3932.5,364.401,294272,135871,143745,341326,171,3,161.58,76,62,358.53,395194,185610,195469,185429,223,3,117.576,67,46.55935,10.39808,0,0.04256,0.01872,0.02198,11.65868,12.4,7.5,18.3,0,70.1,1,3,0.333333333,1,8.228,6.73,7.342,5.232
2020-11-17,3378,383.228,347285,167173,167626,366694,151,1,187.476,69,3579,380.492,343377,167428,170088,186425,242,4,152.308,81,3228,364.509,294272,135871,143745,345492,174,3,161.58,76,61,356.151,395194,185610,195469,186671,224,1,117.576,67,43.23109,9.78899,0,0.0433,0.01685,0.0189,11.19937,15.9,11.7,20,0.1,67.5,1,3,0.333333333,1,7.732,6.308,6.468,4.696
2020-11-18,2417.5,383.493,347285,167173,167626,358039,153,2,187.476,69,1671.5,381.454,343377,167428,170088,179629,246,4,152.308,81,2170,364.415,294272,135871,143745,342050,180,6,161.58,76,40,355.876,395194,185610,195469,183121,226,2,117.576,67,41.72286,8.84634,0,0.03944,0.0182,0.01904,7.0015,16.6,14.8,18.7,12.2,91.4,1,3,0.333333333,1,4.078,3.208,3.384,2.416
2020-11-19,958.5,386.885,347285,167173,167626,346232,154,1,187.476,69,958.5,380.628,343377,167428,170088,164342,248,2,152.308,81,708,364.72,294272,135871,143745,328978,185,5,161.58,76,20,358.705,395194,185610,195469,175062,226,0,117.576,67,40.59169,8.95511,0,0.04419,0.01802,0.01639,2.07977,13.6,6.9,19.1,86.9,90.5,1.5,3,0.5,2,3.324,2.764,2.816,2.024
2020-11-20,1310.5,385.824,347285,167173,167626,379456,156,2,187.476,69,25,378.635,343377,167428,170088,188647,260,12,152.308,81,1109.5,363.451,294272,135871,143745,345589,187,2,161.58,76,21,357.546,395194,185610,195469,186198,229,3,117.576,67,33.00703,8.12123,0,0.03837,0.01662,0.01541,1.79607,2.8,0.3,7,0,74.3,1.5,3,0.5,2,5.836,4.714,4.83,3.56
2020-11-21,1411.5,390.783,347285,167173,167626,278980,159,3,187.476,69,1612,373.745,343377,167428,170088,136573,267,7,152.308,81,1411.5,343.396,294272,135871,143745,204232,190,3,161.58,76,24,370.206,395194,185610,195469,124267,230,1,117.576,67,31.07098,6.69277,0,0.01988,0.01397,0.00693,2.13886,6.5,-0.3,12.8,0.2,67.9,1.5,3,0.5,2,5.568,4.67,4.726,3.86
2020-11-22,1461.5,393.58,347285,167173,167626,190049,159,0,187.476,69,1412,374.886,343377,167428,170088,89883,275,8,152.308,81,1311.5,339.442,294272,135871,143745,131693,194,4,161.58,76,24,380.296,395194,185610,195469,82076,233,3,117.576,67,41.07751,8.17924,0,0.0244,0.0135,0.01234,1.41453,5.6,1.5,9.1,4.8,80.5,1.5,3,0.5,2,3.502,2.828,2.558,2.076
2020-11-23,1412,385.078,347285,167173,167626,341542,161,2,187.476,69,1360.5,380.396,343377,167428,170088,175660,275,0,152.308,81,1311,364.284,294272,135871,143745,322738,195,1,161.58,76,24,359.568,395194,185610,195469,175661,238,5,117.576,67,41.78812,9.2379,0,0.03967,0.01588,0.02081,1.53258,1.7,-1.5,5.9,0,61.4,1.5,3,0.5,2,5.516,4.456,4.598,3.348
2020-11-24,1563.5,383.107,347285,167173,167626,330276,164,3,187.476,69,1312.5,380.89,343377,167428,170088,172288,279,4,152.308,81,1112.5,366.812,294272,135871,143745,316598,199,4,161.58,76,27,358.545,395194,185610,195469,173468,244,6,117.576,67,38.74265,8.67232,0,0.03786,0.01518,0.0209,1.84483,2.9,0.2,6.4,0,54.5,2,3,0.666666667,3,5.67,4.782,4.966,3.446
2020-11-25,2068,384.932,347285,167173,167626,332475,168,4,187.476,69,1418.5,382.105,343377,167428,170088,175207,280,1,152.308,81,1919,365.812,294272,135871,143745,317890,201,2,161.58,76,39,359.14,395194,185610,195469,173856,249,5,117.576,67,37.55347,8.66507,0,0.03553,0.01643,0.01755,2.13798,4.6,0,9.5,0,64.1,2,3,0.666666667,3,6.224,4.8,5.344,3.566
2020-11-26,3174.5,383.598,347285,167173,167626,324291,170,2,187.476,69,3226,381.274,343377,167428,170088,172128,284,4,152.308,81,3276.5,364.275,294272,135871,143745,309044,208,7,161.58,76,54,358.995,395194,185610,195469,169327,256,7,117.576,67,35.60292,8.57805,0,0.03497,0.01778,0.01457,4.17495,5.6,1.9,10.9,0,66.5,2,3,0.666666667,3,5.998,5.038,5.414,3.692
2020-11-27,2169,385.046,347285,167173,167626,328135,171,1,187.476,69,2168.5,379.475,343377,167428,170088,172295,289,5,152.308,81,2168.5,362.474,294272,135871,143745,305025,214,6,161.58,76,41,359.54,395194,185610,195469,168875,267,11,117.576,67,32.01363,7.45413,0,0.0304,0.01625,0.01131,2.83539,4.1,0.6,7.7,0,61.6,2,3,0.666666667,3,5.314,4.748,4.752,3.444
2020-11-28,1410,389.747,347285,167173,167626,217606,172,1,187.476,69,19,375.258,343377,167428,170088,114483,294,5,152.308,81,1109.5,342.539,294272,135871,143745,162750,215,1,161.58,76,21,375.201,395194,185610,195469,108984,278,11,117.576,67,31.43354,6.75803,0,0.01769,0.01308,0.00535,1.39585,-0.1,-2.3,2.8,0,50,2,3,0.666666667,3,3.768,3.05,2.874,2.326
2020-11-29,1361,391.348,347285,167173,167626,159078,177,5,187.476,69,1310.5,374.739,343377,167428,170088,81052,299,5,152.308,81,1211,339.078,294272,135871,143745,112260,217,2,161.58,76,24,383.275,395194,185610,195469,75919,286,8,117.576,67,39.51127,7.91095,0,0.02123,0.01187,0.0088,1.29745,-0.6,-3.6,2.6,0,59.6,2,3,0.666666667,3,3.186,2.638,2.528,2.122
2020-11-30,1609.5,383.571,347285,167173,167626,308416,179,2,187.476,69,1662,381.285,343377,167428,170088,163288,302,3,152.308,81,1362,364.253,294272,135871,143745,295468,218,1,161.58,76,26,363.064,395194,185610,195469,165337,291,5,117.576,67,40.00435,9.46269,0,0.03618,0.01769,0.0149,1.04579,-0.2,-3.6,4.3,0,57.8,2,3,0.666666667,3,4.862,3.852,3.98,2.704
2020-12-01,34,383.435,346682,167427,167310,309486,184,5,115.684,69,1865.5,381.552,342837,167598,169769,163979,303,1,92.936,81,1714.5,363.905,293556,135870,143387,294480,220,2,101.226,76,29,361.244,394702,185920,195165,165868,294,3,66.736,67,39.0762,8.8681,0,0.03986,0.01806,0.01308,1.02782,1.1,-3.6,6.7,0,44.5,2,3,0.666666667,3,5.088,4.186,4.396,2.952
2020-12-02,38,383.771,346682,167427,167310,314150,191,7,115.684,69,1714.5,382.795,342837,167598,169769,166430,312,9,92.936,81,1814,364.196,293556,135870,143387,300888,222,2,101.226,76,33,361.346,394702,185920,195165,166227,302,8,66.736,67,36.50931,7.88195,0,0.03534,0.01783,0.01285,1.05977,2.4,0.5,6.1,0,41.4,2,3,0.666666667,3,5.1,4.386,4.632,3.064
2020-12-03,28,383.011,346682,167427,167310,309959,199,8,115.684,69,1411,381.726,342837,167598,169769,163846,321,9,92.936,81,1261.5,364.232,293556,135870,143387,299684,230,8,101.226,76,24,360.863,394702,185920,195165,164812,323,21,66.736,67,41.76636,7.63541,0,0.03394,0.01634,0.01257,0.82939,0.7,-2.3,4.2,0,47.1,2,3,0.666666667,3,4.582,3.992,4.114,2.846
2020-12-04,37,382.58,346682,167427,167310,320050,205,6,115.684,69,1613.5,380.821,342837,167598,169769,168706,329,8,92.936,81,1514,362.271,293556,135870,143387,299310,237,7,101.226,76,31,359.995,394702,185920,195165,166664,343,20,66.736,67,34.7618,7.49039,0,0.03557,0.01574,0.0135,0.80513,-0.6,-4.6,4.4,0,53.8,2,3,0.666666667,3,4.884,3.984,4.278,2.676
2020-12-05,36,393.785,346682,167427,167310,233477,210,5,115.684,69,1866,377.622,342837,167598,169769,114913,333,4,92.936,81,1966.5,346.513,293556,135870,143387,178212,244,7,101.226,76,36,376.107,394702,185920,195165,106773,351,8,66.736,67,33.18106,6.59125,0,0.01886,0.01262,0.00568,1.28884,2.1,-2.2,6.6,0,63.1,2,3,0.666666667,3,4.274,3.408,3.308,2.406
2020-12-06,49,391.994,346682,167427,167310,155849,220,10,115.684,69,2321.5,379.799,342837,167598,169769,80490,341,8,92.936,81,2370,342.845,293556,135870,143387,122270,251,7,101.226,76,46,384.401,394702,185920,195165,74272,360,9,66.736,67,42.77427,8.87535,0,0.01997,0.01331,0.00749,2.68717,4.5,1.2,9.1,0,66.9,2,3,0.666666667,3,3.926,3.006,3.242,2.496
2020-12-07,58,383.037,346682,167427,167310,301749,232,12,115.684,69,2874,383.837,342837,167598,169769,161074,348,7,92.936,81,2773.5,363.076,293556,135870,143387,289771,251,0,101.226,76,52,363.219,394702,185920,195165,162859,374,14,66.736,67,43.48488,8.54905,0,0.0372,0.01546,0.01574,4.27591,3.4,-0.7,6.3,0,57.5,2,3,0.666666667,3,4.564,3.682,4.15,2.716
2020-12-08,25,382.114,346682,167427,167310,290801,239,7,115.684,69,1260,381.645,342837,167598,169769,153256,351,3,92.936,81,1260,363.536,293556,135870,143387,280416,257,6,101.226,76,23,362.49,394702,185920,195165,157965,395,21,66.736,67,40.82372,8.41853,0,0.03758,0.01965,0.01499,1.67168,-0.5,-3.5,4.1,0,50,2.5,3,0.833333333,4,4.744,3.712,3.998,2.598
2020-12-09,38,382.377,346682,167427,167310,292567,245,6,115.684,73,1968,381.836,342837,167598,169769,155035,363,12,92.936,81,2167,363.335,293556,135870,143387,279582,258,1,101.226,76,1819,362.861,394702,185920,195165,157924,414,19,66.736,67,37.52447,7.98346,0,0.04209,0.01825,0.01383,1.59242,1.5,-4.1,6.2,0,55.1,2.5,3,0.833333333,4,4.86,3.916,4.194,2.708
2020-12-10,72,382.944,346682,167427,167310,294003,253,8,115.684,76,3380.5,381.603,342837,167598,169769,155823,374,11,92.936,81,3379,363.166,293556,135870,143387,278512,264,6,101.226,76,3282.5,361.874,394702,185920,195165,158486,424,10,66.736,67,38.79341,8.04872,0,0.03352,0.01788,0.01681,3.79201,5.8,3.2,9.3,0,69.9,2.5,3,0.833333333,4,5.186,4.18,4.548,2.916
2020-12-11,109,383.248,346682,167427,167310,304361,259,6,115.684,76,5199.5,381.999,342837,167598,169769,161272,383,9,92.936,81,5348,361.591,293556,135870,143387,281825,273,9,101.226,76,50054.5,362.706,394702,185920,195165,159898,440,16,66.736,67,34.66753,7.49764,0,0.03366,0.01974,0.01462,10.03212,5.3,2.6,9.4,0,77.1,2.5,3,0.833333333,4,5.268,4.244,4.646,2.978
2020-12-12,59,389.335,346682,167427,167310,197131,267,8,115.684,76,2824,382.537,342837,167598,169769,109964,389,6,92.936,81,2723,343.33,293556,135870,143387,144084,285,12,101.226,76,2528,378.344,394702,185920,195165,99648,453,13,66.736,67,31.158,6.22144,0,0.01792,0.01359,0.00456,6.78756,2.3,-0.3,6.1,0,51.3,2.5,3,0.833333333,4,4.148,3.244,3.606,2.612
2020-12-13,38,392.124,346682,167427,167310,130686,276,9,115.684,76,1766,382.991,342837,167598,169769,63205,403,14,92.936,81,1716.5,339.933,293556,135870,143387,87608,299,14,101.226,76,1718,386.79,394702,185920,195165,62864,474,21,66.736,67,39.57653,6.34471,0,0.0217,0.01527,0.00861,2.37143,-1.1,-6,2,2.9,74.9,2.5,3,0.833333333,4,1.334,1.124,1.048,0.916
2020-12-14,23,383.264,346682,167427,167310,272028,288,12,115.684,77,1259,382.946,342837,167598,169769,138502,409,6,92.936,81,1058,361.913,293556,135870,143387,258155,307,8,101.226,76,959.5,366.521,394702,185920,195165,147669,482,8,66.736,67,42.36821,7.94721,0,0.03385,0.0183,0.01536,1.23021,-7.7,-9.7,-5,0,49.1,2.5,3,0.833333333,4,2.696,2.08,2.262,1.5
2020-12-15,20,381.954,346682,167427,167310,269483,296,8,115.684,77,1058,382.261,342837,167598,169769,137014,416,7,92.936,81,907.5,362.436,293556,135870,143387,258495,312,5,101.226,76,908,364.576,394702,185920,195165,146396,486,4,66.736,67,40.3379,7.15684,0,0.03189,0.01881,0.01685,0.90083,-8.3,-11.1,-4.6,0,43,2.5,3,0.833333333,4,2.678,2.146,2.348,1.568
2020-12-16,26,381.394,346682,167427,167310,267898,308,12,115.684,77,1109.5,381.943,342837,167598,169769,137992,431,15,92.936,81,559.5,363.077,293556,135870,143387,258268,327,15,101.226,76,960.5,364.213,394702,185920,195165,144446,498,12,66.736,67,35.74795,7.18584,0,0.03501,0.02174,0.01555,0.78934,-8.3,-11.2,-3.9,0,43.9,2.5,3,0.833333333,4,2.808,2.136,2.24,1.532
2020-12-17,31,381.014,346682,167427,167310,272083,315,7,115.684,77,1314.5,381.569,342837,167598,169769,142995,445,14,92.936,81,1262.5,361.798,293556,135870,143387,261591,348,21,101.226,76,1214,363.502,394702,185920,195165,147182,512,14,66.736,67,35.82046,7.51214,0,0.03581,0.01876,0.01643,0.87698,-4.9,-11.1,0.8,0,47,2.5,3,0.833333333,4,3.176,2.462,2.738,1.782
2020-12-18,40,380.802,346682,167427,167310,289590,328,13,115.684,78,1615,380.627,342837,167598,169769,155081,477,32,92.936,81,1715,359.411,293556,135870,143387,267581,354,6,101.226,76,1617,363.626,394702,185920,195165,153460,530,18,66.736,67,32.93452,6.45348,0,0.02966,0.01895,0.01322,1.30691,-2.1,-6.4,1.8,0.2,57,2.5,3,0.833333333,4,3.11,2.522,2.682,1.708
2020-12-19,29,388.609,346682,167427,167310,181210,342,14,115.684,78,1461,378.693,342837,167598,169769,97523,497,20,92.936,81,1311,341.566,293556,135870,143387,133892,360,6,101.226,76,1361,381.183,394702,185920,195165,93917,551,21,66.736,67,30.09934,5.5906,0,0.01727,0.01392,0.00451,0.78198,-5.1,-9.6,-1.2,0,45.1,2.5,3,0.833333333,4,2.65,1.884,1.912,1.522
2020-12-20,30,389.918,346682,167427,167310,127749,346,4,115.684,78,1461,379.597,342837,167598,169769,66426,507,10,92.936,81,1161,338.625,293556,135870,143387,87944,367,7,101.226,76,1162.5,388.017,394702,185920,195165,62744,562,11,66.736,67,37.86527,6.79428,0,0.01881,0.01229,0.00586,0.81612,-3.7,-8.2,1.1,0,50.4,2.5,3,0.833333333,4,2.344,1.834,1.824,1.454
2020-12-21,,380.686,346682,167427,167310,279614,351,5,115.684,78,34,381.342,342837,167598,169769,148037,519,12,92.936,81,34,360.556,293556,135870,143387,265898,376,9,101.226,76,37,364.692,394702,185920,195165,151670,580,18,66.736,67,41.6721,6.99731,0,0.0379,0.0189,0.01317,1.61408,-1,-6,4.7,0,64.1,2.5,3,0.833333333,4,3.602,2.946,3.222,1.892
2020-12-22,,378.941,346682,167427,167310,282398,360,9,115.684,78,47,378.825,342837,167598,169769,148719,529,10,92.936,81,46,360.486,293556,135870,143387,267680,382,6,101.226,76,51,362.44,394702,185920,195165,152277,599,19,66.736,67,34.4645,7.49764,0,0.03213,0.01918,0.01252,3.64844,2,-2.5,7.2,0,67.6,2.5,3,0.833333333,4,4.182,3.306,3.708,2.302
2020-12-23,,379.997,346682,167427,167310,285529,378,18,115.684,78,64,377.631,342837,167598,169769,150345,539,10,92.936,81,64,359.97,293556,135870,143387,270617,391,9,101.226,76,71,362.699,394702,185920,195165,152179,613,14,66.736,67,33.18831,7.33086,0,0.03474,0.02524,0.01131,6.75478,4.5,-0.4,8.5,0,76.6,2.5,3,0.833333333,4,4.12,3.382,3.722,2.306
2020-12-24,,380.719,346682,167427,167310,290930,391,13,115.684,78,56,375.456,342837,167598,169769,153440,551,12,92.936,81,56,357.304,293556,135870,143387,269467,397,6,101.226,76,62,364.057,394702,185920,195165,152269,627,14,66.736,67,26.11848,5.54709,0,0.02584,0.02025,0.00852,6.51569,2.6,-2,6.1,0,61.5,2.5,3,0.833333333,4,3.878,3.164,3.704,2.24
2020-12-25,,383.892,346682,167427,167310,145365,404,13,115.684,78,24,371.015,342837,167598,169769,78667,559,8,92.936,81,24,334.275,293556,135870,143387,103778,400,3,101.226,76,26,381.705,394702,185920,195165,73018,635,8,66.736,67,29.09868,5.15553,0,0.01112,0.01532,0.00153,2.20424,-0.8,-4.7,3.5,0,51.9,2.5,3,0.833333333,4,2.664,2.164,2.49,1.68
2020-12-26,,381.403,346682,167427,167310,161385,409,5,115.684,78,49,370.463,342837,167598,169769,93175,575,16,92.936,81,47,332.538,293556,135870,143387,117227,404,4,101.226,76,55,379.445,394702,185920,195165,84607,657,22,66.736,67,36.95163,6.66376,0,0.01308,0.01527,0.0026,4.2815,2.2,-2.1,8,0,65.8,2.5,3,0.833333333,4,3.322,2.77,3.228,2.198
2020-12-27,,386.797,346682,167427,167310,122615,414,5,115.684,78,59,369.965,342837,167598,169769,65215,587,12,92.936,81,59,333.36,293556,135870,143387,81763,413,9,101.226,76,63,385.803,394702,185920,195165,60111,673,16,66.736,67,46.44333,7.75143,0,0.01727,0.01876,0.00414,5.02204,5.8,1.4,10,0,62.9,2.5,3,0.833333333,4,3.528,2.604,3.258,2.038
2020-12-28,,379.48,346682,167427,167310,275606,422,8,115.684,78,60,373.307,342837,167598,169769,152720,596,9,92.936,81,57,357.467,293556,135870,143387,259871,426,13,101.226,76,66,365.321,394702,185920,195165,149595,698,25,66.736,67,47.58175,8.47654,0,0.03213,0.02184,0.01248,6.12791,6.7,4.2,11.4,1.3,72.1,2.5,3,0.833333333,4,4.542,3.588,4.506,2.48
2020-12-29,,378.224,346682,167427,167310,277586,426,4,115.684,78,58,372.281,342837,167598,169769,151882,602,6,92.936,81,58,358.63,293556,135870,143387,261737,428,2,101.226,76,62,363.385,394702,185920,195165,149467,734,36,66.736,67,42.12892,8.52004,0,0.03637,0.01741,0.01238,6.56077,0.1,-6.2,4.3,0.2,70.8,2.5,3,0.833333333,4,3.694,3.054,3.222,2.118
2020-12-30,,380.503,346682,167427,167310,283650,439,13,115.684,78,29,369.665,342837,167598,169769,136298,614,12,92.936,81,29,358.759,293556,135870,143387,251722,436,8,101.226,76,31,365.641,394702,185920,195165,143653,762,28,66.736,67,35.7842,7.33086,0,0.03031,0.01774,0.00996,1.63457,-10.9,-12.9,-6.2,0,55.5,2.5,3,0.833333333,4,2.366,1.812,2.012,1.174
2020-12-31,,379.884,346682,167427,167310,262764,456,17,115.684,78,21,370.412,342837,167598,169769,138674,625,11,92.936,81,22,352.513,293556,135870,143387,236839,443,7,101.226,76,24,369.805,394702,185920,195165,139153,782,20,66.736,67,29.19295,7.01907,0,0.02356,0.01867,0.00628,0.96104,-8.9,-12.9,-5,0,53.9,2.5,3,0.833333333,4,2.366,2.018,1.988,1.358
2021-01-01,662,379.628,346067,167561,166964,103938,463,7,76.696,78,1461.5,362.694,342034,167524,169337,49189,633,8,66.826,81,74074,332.677,293103,135862,143151,70770,450,7,71.62,76,77608.66667,386.054,394532,186225,194990,51086,802,20,45.542,67,45.19614,7.49039,0,0.0122,0.01378,0.00125,1.25303,-4.2,-9.8,1.6,0,64,2.5,3,0.833333333,4,2.07,1.65,1.676,1.222
2021-01-02,1122,381.011,346067,167561,166964,159088,465,2,76.696,78,8295684,363.823,342034,167524,169337,83087,639,6,66.826,81,1363.5,332.455,293103,135862,143151,108283,460,10,71.62,76,90943.66667,383.212,394532,186225,194990,79406,810,8,45.542,67,48.88695,8.62156,0,0.01238,0.01904,0.00158,1.0512,-5,-8.4,-1.4,0,38.5,2.5,3,0.833333333,4,2.062,1.906,1.822,1.44
2021-01-03,127677.3333,388.952,346067,167561,166964,131982,470,5,76.696,78,30,369.443,342034,167524,169337,64181,644,5,66.826,81,131010.3333,337.027,293103,135862,143151,83177,460,0,71.62,76,154612,389.873,394532,186225,194990,60029,813,3,45.542,67,56.97918,9.07113,0,0.01848,0.01252,0.00307,1.0763,-5.6,-9.1,-2,0,45,2.5,3,0.833333333,4,1.918,1.854,1.81,1.278
2021-01-04,40,378.22,346067,167561,166964,280624,479,9,76.696,78,141110.6667,373.06,342034,167524,169337,153987,650,6,66.826,81,1767,361.612,293103,135862,143151,271459,469,9,71.62,76,111312.3333,365.482,394532,186225,194990,151675,827,14,45.542,67,61.39511,9.98477,0,0.03734,0.02007,0.00568,1.30001,-3.5,-8.4,0.3,0,51.4,2.5,3,0.833333333,4,3.238,2.716,2.934,1.71
2021-01-05,94209.33333,378.512,346067,167561,166964,284649,485,6,76.696,78,7818256,372.895,342034,167524,169337,151296,663,13,66.826,81,110674.3333,362.447,293103,135862,143151,271883,473,4,71.62,76,64375,363.602,394532,186225,194990,153378,838,11,45.542,67,52.76629,8.92611,0,0.03562,0.02016,0.00707,1.05995,-5.5,-9.9,-2.1,0,52.8,2.5,3,0.833333333,4,2.864,2.372,2.526,1.53
2021-01-06,1410,380.023,346067,167561,166964,293422,490,5,76.696,78,1010.5,372.543,342034,167524,169337,147281,673,10,66.826,81,1410.5,363.102,293103,135862,143151,284014,478,5,71.62,76,1411.5,363.699,394532,186225,194990,155461,845,7,45.542,67,45.71822,8.44028,0,0.03124,0.019,0.00493,0.75357,-7.4,-12,-1.9,2.3,54.6,2.5,3,0.833333333,4,2.26,1.832,2.018,1.156
2021-01-07,1662.5,381.201,346067,167561,166964,296642,506,16,76.696,78,1565,371.508,342034,167524,169337,137985,678,5,66.826,81,7833258.5,361.962,293103,135862,143151,291358,482,4,71.62,76,6813207.25,366.746,394532,186225,194990,157117,855,10,45.542,67,44.9641,8.18649,0,0.0278,0.02207,0.00428,0.48953,-14.5,-16.5,-8.4,0,49.9,2.5,3,0.833333333,4,0.522,0.5,0.54,0.286
